student_id,cohort_year,species,clan,gender,forename,surname,full_name,age,education,socio_economic_rank,disabilities,first_gen
3027,1046-47,Elf,holly,male,Corlen,Leafillum,Corlen Leafillum,18,academic,6,no_known_disabilities,False
3028,1046-47,Elf,rowan,female,Liora,Windpoem,Liora Windpoem,18,vocational,6,no_known_disabilities,False
3029,1046-47,Elf,rowan,male,Thairon,Leafchant,Thairon Leafchant,18,academic,5,no_known_disabilities,True
3030,1046-47,Dwarf,malachite,male,Wurin,Deepforge,Wurin Deepforge,18,academic,4,no_known_disabilities,True
3031,1046-47,Elf,rowan,female,Alira,Cloudwhistle,Alira Cloudwhistle,18,academic,6,no_known_disabilities,True
3032,1046-47,Dwarf,malachite,female,Belga,Buckleflare,Belga Buckleflare,18,vocational,3,mental_health_disability,False
3033,1046-47,Dwarf,flint,male,Brann,Cragburrow,Brann Cragburrow,18,vocational,2,wheelchair_user,True
3034,1046-47,Dwarf,flint,male,Kragg,Brimspade,Kragg Brimspade,18,vocational,1,dyslexia,True
3035,1046-47,Elf,palm,female,Liora,Coralshade,Liora Coralshade,18,vocational,7,no_known_disabilities,False
3036,1046-47,Dwarf,slate,female,Sela,Etchbrace,Sela Etchbrace,18,academic,6,autistic_spectrum,True
3037,1046-47,Dwarf,bismuth,male,Calo,Brightloop,Calo Brightloop,18,academic,5,other_neurodivergence,True
3038,1046-47,Elf,rowan,female,Naela,Windpoem,Naela Windpoem,18,vocational,7,no_known_disabilities,False
3039,1046-47,Dwarf,sandstone,female,Saela,Rivermason,Saela Rivermason,18,vocational,4,no_known_disabilities,False
3040,1046-47,Elf,ash,male,Corven,Emberthorn,Corven Emberthorn,18,academic,6,no_known_disabilities,False
3041,1046-47,Dwarf,sandstone,female,Enna,Bridgeglen,Enna Bridgeglen,18,academic,3,mental_health_disability,True
3042,1046-47,Dwarf,bismuth,male,Dremel,Thoughtcoil,Dremel Thoughtcoil,18,vocational,8,no_known_disabilities,False
3043,1046-47,Elf,yew,female,Yselyn,Yewmantle,Yselyn Yewmantle,18,vocational,5,no_known_disabilities,False
3044,1046-47,Elf,yew,male,Galrian,Thorncounsel,Galrian Thorncounsel,18,no_qualifications,2,no_known_disabilities,True
3045,1046-47,Dwarf,granite,male,Varnok,Dourstone,Varnok Dourstone,18,academic,5,no_known_disabilities,False
3046,1046-47,Dwarf,alabaster,female,Merra,Greyfold,Merra Greyfold,18,no_qualifications,1,dyslexia,True
3047,1046-47,Elf,holly,female,Riella,Candletome,Riella Candletome,18,academic,5,no_known_disabilities,False
3048,1046-47,Elf,palm,male,Kelren,Lanternwake,Kelren Lanternwake,18,vocational,1,no_known_disabilities,True
3049,1046-47,Dwarf,flint,female,Enna,Pickface,Enna Pickface,18,vocational,3,requires_personal_care,False
3050,1046-47,Elf,baobab,neuter,Caerion,Ceremleaf,Caerion Ceremleaf,18,vocational,5,no_known_disabilities,False
3051,1046-47,Elf,baobab,female,Inyara,Ceremleaf,Inyara Ceremleaf,18,academic,6,no_known_disabilities,False
3052,1046-47,Elf,yew,female,Saelith,Sealbough,Saelith Sealbough,18,vocational,4,no_known_disabilities,False
3053,1046-47,Dwarf,sandstone,female,Velna,Sandfellow,Velna Sandfellow,18,academic,3,no_known_disabilities,False
3054,1046-47,Elf,ash,male,Corven,Ashmantle,Corven Ashmantle,18,academic,5,autistic_spectrum,False
3055,1046-47,Elf,holly,male,Erthon,Boughchant,Erthon Boughchant,18,academic,4,no_known_disabilities,False
3056,1046-47,Elf,yew,female,Ysira,Barkscroll,Ysira Barkscroll,18,academic,8,mental_health_disability,False
3057,1046-47,Dwarf,obsidian,male,Silas,Murmurblood,Silas Murmurblood,18,academic,6,no_known_disabilities,False
3058,1046-47,Dwarf,slate,male,Morten,Scalejoint,Morten Scalejoint,18,vocational,8,no_known_disabilities,True
3059,1046-47,Elf,baobab,neuter,Vaedriel,Silkenroot,Vaedriel Silkenroot,18,academic,5,no_known_disabilities,False
3060,1046-47,Dwarf,granite,female,Grenda,Ancestrail,Grenda Ancestrail,18,no_qualifications,8,deaf_or_hearing_impaired,False
3061,1046-47,Dwarf,sandstone,male,Orlin,Tarryvale,Orlin Tarryvale,18,vocational,4,requires_personal_care,False
3062,1046-47,Dwarf,alabaster,male,Elvor,Safecradle,Elvor Safecradle,18,academic,4,no_known_disabilities,False
3063,1046-47,Elf,ash,female,Sylra,Kindlebloom,Sylra Kindlebloom,18,no_qualifications,3,adhd,False
3064,1046-47,Elf,yew,female,Saelith,Tribunalshade,Saelith Tribunalshade,18,no_qualifications,6,no_known_disabilities,True
3065,1046-47,Dwarf,sandstone,neuter,Remi,Rambleforge,Remi Rambleforge,18,vocational,3,physical_disability,True
3066,1046-47,Elf,holly,neuter,Nerien,Rootchronicler,Nerien Rootchronicler,18,vocational,6,no_known_disabilities,False
3067,1046-47,Elf,yew,male,Oloran,Yewmantle,Oloran Yewmantle,18,academic,8,no_known_disabilities,False
3068,1046-47,Dwarf,alabaster,male,Grellin,Softmarch,Grellin Softmarch,18,vocational,5,no_known_disabilities,False
3069,1046-47,Dwarf,sandstone,neuter,Sylen,Trestleborn,Sylen Trestleborn,18,vocational,5,other_neurodivergence,False
3070,1046-47,Elf,holly,male,Halion,Hearthpage,Halion Hearthpage,18,academic,6,no_known_disabilities,False
3071,1046-47,Dwarf,bismuth,male,Dremel,Patterncatcher,Dremel Patterncatcher,18,academic,4,no_known_disabilities,True
3072,1046-47,Elf,ash,female,Maelis,Stormgleam,Maelis Stormgleam,18,academic,2,adhd,False
3073,1046-47,Elf,holly,female,Neria,Ritualthorn,Neria Ritualthorn,18,academic,7,no_known_disabilities,True
3074,1046-47,Elf,holly,male,Ollir,Tomeflower,Ollir Tomeflower,18,academic,4,specific_learning_disability,False
3075,1046-47,Elf,holly,male,Calion,Candletome,Calion Candletome,21,academic,5,adhd,True
3076,1046-47,Dwarf,malachite,female,Brina,Steelshaper,Brina Steelshaper,18,academic,2,no_known_disabilities,True
3077,1046-47,Dwarf,flint,male,Orgrin,Rockspit,Orgrin Rockspit,18,no_qualifications,3,no_known_disabilities,True
3078,1046-47,Dwarf,flint,male,Dorrik,Rockcleave,Dorrik Rockcleave,18,vocational,1,blind_or_visually_impaired,False
3079,1046-47,Dwarf,granite,male,Jarvik,Chainrock,Jarvik Chainrock,18,academic,3,no_known_disabilities,True
3080,1046-47,Dwarf,flint,male,Skarn,Tunnelbrace,Skarn Tunnelbrace,18,vocational,2,wheelchair_user,True
3081,1046-47,Elf,yew,female,Elindra,Deeppledge,Elindra Deeppledge,18,academic,7,specific_learning_disability,False
3082,1046-47,Dwarf,slate,neuter,Teln,Scrivenstone,Teln Scrivenstone,18,academic,3,no_known_disabilities,False
3083,1046-47,Elf,rowan,female,Naela,Windpoem,Naela Windpoem,19,academic,7,no_known_disabilities,False
3084,1046-47,Dwarf,obsidian,male,Eldrik,Thoughtwell,Eldrik Thoughtwell,18,academic,7,no_known_disabilities,False
3085,1046-47,Elf,holly,neuter,Aeren,Lorebloom,Aeren Lorebloom,18,academic,6,no_known_disabilities,False
3086,1046-47,Elf,rowan,neuter,Faelen,Songroot,Faelen Songroot,18,vocational,8,no_known_disabilities,False
3087,1046-47,Dwarf,obsidian,female,Enali,Dusksigil,Enali Dusksigil,18,no_qualifications,2,no_known_disabilities,True
3088,1046-47,Elf,holly,male,Halion,Lorebloom,Halion Lorebloom,18,academic,5,deaf_or_hearing_impaired,False
3089,1046-47,Dwarf,sandstone,female,Brina,Brickcloak,Brina Brickcloak,18,vocational,3,no_known_disabilities,False
3090,1046-47,Elf,rowan,male,Orien,Gladeweaver,Orien Gladeweaver,18,academic,3,autistic_spectrum,True
3091,1046-47,Elf,palm,female,Thessa,Lanternwake,Thessa Lanternwake,18,vocational,6,no_known_disabilities,False
3092,1046-47,Elf,rowan,female,Liora,Songroot,Liora Songroot,18,vocational,8,no_known_disabilities,False
3093,1046-47,Dwarf,alabaster,male,Halem,Threadstone,Halem Threadstone,18,no_qualifications,1,no_known_disabilities,True
3094,1046-47,Elf,holly,female,Venia,Candletome,Venia Candletome,18,academic,3,mental_health_disability,False
3095,1046-47,Dwarf,sandstone,neuter,Sylen,Claydancer,Sylen Claydancer,18,vocational,3,dyslexia,True
3096,1046-47,Dwarf,obsidian,female,Velsa,Deepmirror,Velsa Deepmirror,18,academic,6,no_known_disabilities,False
3097,1046-47,Elf,holly,female,Elenna,Birchquorum,Elenna Birchquorum,18,academic,8,no_known_disabilities,False
3098,1046-47,Dwarf,bismuth,male,Calo,Thoughtcoil,Calo Thoughtcoil,18,vocational,5,no_known_disabilities,False
3099,1046-47,Elf,yew,female,Elindra,Yewmantle,Elindra Yewmantle,18,academic,8,wheelchair_user,False
3100,1046-47,Dwarf,slate,male,Droven,Greylatch,Droven Greylatch,18,vocational,1,no_known_disabilities,True
3101,1046-47,Elf,holly,female,Aelrin,Candletome,Aelrin Candletome,18,academic,4,blind_or_visually_impaired,True
3102,1046-47,Dwarf,alabaster,female,Illa,Palegrit,Illa Palegrit,18,academic,2,no_known_disabilities,True
3103,1046-47,Elf,ash,female,Noriel,Ashmantle,Noriel Ashmantle,18,vocational,4,physical_disability,False
3104,1046-47,Dwarf,slate,male,Ernin,Etchbrace,Ernin Etchbrace,18,academic,6,wheelchair_user,False
3105,1046-47,Dwarf,flint,female,Enna,Ironclout,Enna Ironclout,18,vocational,4,no_known_disabilities,True
3106,1046-47,Dwarf,alabaster,female,Lira,Kindgrip,Lira Kindgrip,18,no_qualifications,1,autistic_spectrum,True
3107,1046-47,Elf,yew,female,Ysira,Thorncounsel,Ysira Thorncounsel,18,academic,6,specific_learning_disability,False
3108,1046-47,Dwarf,flint,female,Mira,Flintroot,Mira Flintroot,18,vocational,2,adhd,False
3109,1046-47,Dwarf,granite,male,Hrolf,Ironspire,Hrolf Ironspire,21,vocational,5,no_known_disabilities,False
3110,1046-47,Dwarf,sandstone,female,Mira,Hillbanner,Mira Hillbanner,18,no_qualifications,6,no_known_disabilities,False
3111,1046-47,Elf,baobab,female,Alionae,Silkenroot,Alionae Silkenroot,18,academic,7,no_known_disabilities,False
3112,1046-47,Dwarf,granite,neuter,Varnim,Ironspire,Varnim Ironspire,18,academic,5,no_known_disabilities,False
3113,1046-47,Elf,yew,male,Valreth,Yewmantle,Valreth Yewmantle,18,academic,7,no_known_disabilities,False
3114,1046-47,Dwarf,obsidian,male,Elrik,Shadewarden,Elrik Shadewarden,18,academic,6,adhd,False
3115,1046-47,Elf,yew,female,Virella,Everjudged,Virella Everjudged,19,academic,7,no_known_disabilities,False
3116,1046-47,Elf,yew,female,Virella,Yewmantle,Virella Yewmantle,18,academic,6,no_known_disabilities,False
3117,1046-47,Elf,yew,female,Saelith,Vowroot,Saelith Vowroot,18,no_qualifications,7,"specific_learning_disability,blind_or_visually_impaired",False
3118,1046-47,Dwarf,malachite,male,Drogan,Stonebrow,Drogan Stonebrow,18,vocational,6,no_known_disabilities,True
3119,1046-47,Dwarf,bismuth,male,Marn,Colorpulse,Marn Colorpulse,18,no_qualifications,6,no_known_disabilities,True
3120,1046-47,Dwarf,bismuth,female,Vilya,Patterncatcher,Vilya Patterncatcher,18,vocational,4,no_known_disabilities,False
3121,1046-47,Dwarf,flint,male,Skarn,Rockspit,Skarn Rockspit,18,no_qualifications,4,no_known_disabilities,False
3122,1046-47,Elf,rowan,male,Neren,Cloudwhistle,Neren Cloudwhistle,18,academic,4,no_known_disabilities,True
3123,1046-47,Dwarf,alabaster,female,Noria,Mildclasp,Noria Mildclasp,21,academic,1,deaf_or_hearing_impaired,False
3124,1046-47,Elf,ash,female,Zira,Sootlace,Zira Sootlace,18,academic,5,no_known_disabilities,True
3125,1046-47,Elf,palm,male,Tyrell,Foamveil,Tyrell Foamveil,18,vocational,2,no_known_disabilities,True
3126,1046-47,Elf,yew,female,Ysira,Loreshadow,Ysira Loreshadow,18,academic,5,no_known_disabilities,False
3127,1046-47,Elf,palm,female,Mireya,Breakwave,Mireya Breakwave,18,vocational,1,no_known_disabilities,True
3128,1046-47,Dwarf,bismuth,female,Thessa,Colorpulse,Thessa Colorpulse,18,academic,4,physical_disability,True
3129,1046-47,Dwarf,granite,female,Strilda,Dourstone,Strilda Dourstone,18,academic,5,no_known_disabilities,True
3130,1046-47,Dwarf,slate,female,Sela,Tightfit,Sela Tightfit,18,academic,2,no_known_disabilities,False
3131,1046-47,Dwarf,flint,female,Inna,Shaftbinder,Inna Shaftbinder,18,academic,4,mental_health_disability,False
3132,1046-47,Elf,yew,male,Valreth,Pactweaver,Valreth Pactweaver,18,academic,8,no_known_disabilities,False
3133,1046-47,Dwarf,bismuth,male,Calo,Bloomshard,Calo Bloomshard,18,vocational,6,no_known_disabilities,False
3134,1046-47,Dwarf,malachite,neuter,Zellin,Deepforge,Zellin Deepforge,18,academic,4,no_known_disabilities,True
3135,1046-47,Elf,holly,male,Elarion,Songindex,Elarion Songindex,18,academic,6,no_known_disabilities,False
3136,1046-47,Dwarf,alabaster,male,Edrik,Kinscuttle,Edrik Kinscuttle,21,vocational,1,"physical_disability,requires_personal_care",True
3137,1046-47,Elf,yew,female,Elindra,Yewmantle,Elindra Yewmantle,18,academic,5,no_known_disabilities,False
3138,1046-47,Elf,rowan,neuter,Ivrin,Windpoem,Ivrin Windpoem,24,academic,8,no_known_disabilities,False
3139,1046-47,Elf,holly,female,Elenna,Scrollwarden,Elenna Scrollwarden,18,academic,5,no_known_disabilities,False
3140,1046-47,Dwarf,malachite,male,Jorvik,Alloycloak,Jorvik Alloycloak,21,academic,4,autistic_spectrum,False
3141,1046-47,Dwarf,sandstone,male,Bram,Cartvale,Bram Cartvale,18,vocational,2,no_known_disabilities,False
3142,1046-47,Elf,yew,male,Oloran,Thorncounsel,Oloran Thorncounsel,18,academic,7,no_known_disabilities,False
3143,1046-47,Dwarf,slate,male,Droven,Planeforge,Droven Planeforge,18,academic,4,no_known_disabilities,False
3144,1046-47,Elf,yew,male,Galrian,Everjudged,Galrian Everjudged,18,academic,6,mental_health_disability,False
3145,1046-47,Dwarf,slate,female,Mersa,Pencildraw,Mersa Pencildraw,18,academic,5,physical_disability,True
3146,1046-47,Elf,holly,male,Vaelis,Tomeflower,Vaelis Tomeflower,18,academic,8,dyslexia,False
3147,1046-47,Dwarf,granite,female,Agda,Dourstone,Agda Dourstone,18,vocational,5,no_known_disabilities,True
3148,1046-47,Dwarf,granite,female,Strilda,Cliffmarch,Strilda Cliffmarch,18,academic,6,autistic_spectrum,False
3149,1046-47,Elf,yew,neuter,Aluin,Tribunalshade,Aluin Tribunalshade,18,vocational,8,mental_health_disability,False
3150,1046-47,Dwarf,flint,female,Enna,Chiselhand,Enna Chiselhand,18,vocational,5,"other_neurodivergence,blind_or_visually_impaired",False
3151,1046-47,Dwarf,sandstone,male,Torrik,Sandfellow,Torrik Sandfellow,23,academic,1,no_known_disabilities,False
3152,1046-47,Dwarf,sandstone,female,Jessa,Spanmantle,Jessa Spanmantle,18,academic,3,adhd,False
3153,1046-47,Dwarf,malachite,female,Anra,Brighthaft,Anra Brighthaft,18,vocational,4,no_known_disabilities,False
3154,1046-47,Elf,palm,neuter,Ivin,Coralshade,Ivin Coralshade,18,vocational,2,no_known_disabilities,False
3155,1046-47,Elf,holly,neuter,Arlin,Scrollwarden,Arlin Scrollwarden,18,academic,4,autistic_spectrum,False
3156,1046-47,Elf,palm,male,Orven,Shellmantle,Orven Shellmantle,18,academic,5,no_known_disabilities,True
3157,1046-47,Dwarf,malachite,female,Orna,Weldspark,Orna Weldspark,18,academic,3,no_known_disabilities,True
3158,1046-47,Elf,palm,male,Tyrell,Shoalspirit,Tyrell Shoalspirit,18,vocational,6,no_known_disabilities,True
3159,1046-47,Dwarf,obsidian,female,Elura,Scrollkeeper,Elura Scrollkeeper,18,academic,6,"physical_disability,adhd,other_neurodivergence",False
3160,1046-47,Elf,rowan,male,Viren,Nightfern,Viren Nightfern,19,vocational,7,blind_or_visually_impaired,False
3161,1046-47,Elf,ash,male,Fenrik,Emberthorn,Fenrik Emberthorn,18,vocational,4,autistic_spectrum,False
3162,1046-47,Elf,yew,female,Saelith,Pactweaver,Saelith Pactweaver,18,academic,8,no_known_disabilities,False
3163,1046-47,Elf,holly,male,Emroth,Hearthpage,Emroth Hearthpage,18,academic,5,no_known_disabilities,False
3164,1046-47,Elf,rowan,female,Veira,Bloomshiver,Veira Bloomshiver,18,vocational,5,no_known_disabilities,False
3165,1046-47,Dwarf,sandstone,male,Fenik,Wayweaver,Fenik Wayweaver,18,academic,7,no_known_disabilities,False
3166,1046-47,Elf,yew,female,Ysira,Pactweaver,Ysira Pactweaver,18,academic,6,no_known_disabilities,False
3167,1046-47,Elf,rowan,male,Olyen,Windpoem,Olyen Windpoem,18,vocational,5,other_neurodivergence,False
3168,1046-47,Dwarf,slate,female,Idria,Truelock,Idria Truelock,18,academic,1,autistic_spectrum,True
3169,1046-47,Dwarf,sandstone,female,Kila,Kinbarter,Kila Kinbarter,18,vocational,4,physical_disability,True
3170,1046-47,Dwarf,alabaster,female,Tilda,Stoepbrace,Tilda Stoepbrace,18,no_qualifications,2,physical_disability,True
3171,1046-47,Elf,ash,female,Alira,Flameborn,Alira Flameborn,18,academic,2,no_known_disabilities,False
3172,1046-47,Elf,yew,female,Ithira,Pactweaver,Ithira Pactweaver,18,academic,6,no_known_disabilities,False
3173,1046-47,Elf,baobab,female,Nirella,Silkenroot,Nirella Silkenroot,18,academic,3,no_known_disabilities,False
3174,1046-47,Elf,holly,female,Aelrin,Greenquill,Aelrin Greenquill,18,vocational,5,other_neurodivergence,False
3175,1046-47,Dwarf,alabaster,neuter,Lomel,Mosshearth,Lomel Mosshearth,18,no_qualifications,3,adhd,False
3176,1046-47,Dwarf,slate,female,Idria,Tightfit,Idria Tightfit,18,academic,5,no_known_disabilities,True
3177,1046-47,Dwarf,obsidian,female,Yssra,Sigilstone,Yssra Sigilstone,18,academic,7,no_known_disabilities,False
3178,1046-47,Dwarf,sandstone,female,Yira,Grainbrace,Yira Grainbrace,18,no_qualifications,2,communication_difficulties,True
3179,1046-47,Dwarf,sandstone,male,Ludo,Grainbrace,Ludo Grainbrace,18,vocational,6,wheelchair_user,False
3180,1046-47,Elf,rowan,female,Rhosen,Petalshade,Rhosen Petalshade,18,vocational,4,other_neurodivergence,True
3181,1046-47,Dwarf,slate,male,Ernin,Truelock,Ernin Truelock,18,academic,7,no_known_disabilities,False
3182,1046-47,Elf,baobab,neuter,Caerion,Bloomthrone,Caerion Bloomthrone,18,academic,6,deaf_or_hearing_impaired,False
3183,1046-47,Dwarf,slate,female,Delra,Edgefitter,Delra Edgefitter,18,academic,5,no_known_disabilities,True
3184,1046-47,Dwarf,sandstone,male,Jostin,Sandfellow,Jostin Sandfellow,18,academic,5,"mental_health_disability,other_neurodivergence",False
3185,1046-47,Elf,yew,male,Vaerion,Sealbough,Vaerion Sealbough,25,academic,7,no_known_disabilities,False
3186,1046-47,Dwarf,malachite,male,Marrik,Stonebrow,Marrik Stonebrow,18,academic,5,physical_disability,False
3187,1046-47,Dwarf,alabaster,male,Darel,Dusktiller,Darel Dusktiller,18,vocational,1,no_known_disabilities,True
3188,1046-47,Dwarf,sandstone,female,Mara,Claydancer,Mara Claydancer,18,academic,5,no_known_disabilities,True
3189,1046-47,Dwarf,sandstone,female,Tessa,Hillbanner,Tessa Hillbanner,18,academic,1,physical_disability,True
3190,1046-47,Dwarf,malachite,neuter,Kellin,Magmabind,Kellin Magmabind,18,academic,6,adhd,False
3191,1046-47,Elf,holly,female,Nyari,Tomeflower,Nyari Tomeflower,18,vocational,8,no_known_disabilities,False
3192,1046-47,Dwarf,slate,male,Jarn,Linevault,Jarn Linevault,18,academic,3,no_known_disabilities,True
3193,1046-47,Dwarf,sandstone,female,Mira,Wayweaver,Mira Wayweaver,18,no_qualifications,4,deaf_or_hearing_impaired,False
3194,1046-47,Elf,yew,female,Faereth,Oathbarrow,Faereth Oathbarrow,18,academic,6,no_known_disabilities,False
3195,1046-47,Dwarf,malachite,female,Anra,Forgehook,Anra Forgehook,18,academic,6,no_known_disabilities,False
3196,1046-47,Elf,palm,female,Liora,Lamentbloom,Liora Lamentbloom,18,vocational,7,no_known_disabilities,False
3197,1046-47,Dwarf,flint,male,Bruk,Dustshard,Bruk Dustshard,18,vocational,1,physical_disability,False
3198,1046-47,Dwarf,malachite,male,Jorvik,Brighthaft,Jorvik Brighthaft,18,vocational,4,"physical_disability,mental_health_disability,autistic_spectrum",True
3199,1046-47,Dwarf,flint,male,Kragg,Rockcleave,Kragg Rockcleave,18,no_qualifications,2,no_known_disabilities,True
3200,1046-47,Elf,yew,male,Valreth,Crownbark,Valreth Crownbark,18,academic,8,no_known_disabilities,False
3201,1046-47,Elf,yew,female,Ollith,Thorncounsel,Ollith Thorncounsel,18,academic,7,no_known_disabilities,False
3202,1046-47,Elf,rowan,female,Elenna,Gladeweaver,Elenna Gladeweaver,18,no_qualifications,3,no_known_disabilities,False
3203,1046-47,Elf,holly,male,Ollir,Boughchant,Ollir Boughchant,18,academic,8,no_known_disabilities,False
3204,1046-47,Elf,ash,male,Corven,Hotsigil,Corven Hotsigil,18,vocational,4,no_known_disabilities,True
3205,1046-47,Elf,baobab,male,Cyranor,Thronepetal,Cyranor Thronepetal,18,vocational,8,no_known_disabilities,False
3206,1046-47,Dwarf,alabaster,male,Elvor,Wovenroot,Elvor Wovenroot,18,no_qualifications,3,mental_health_disability,False
3207,1046-47,Elf,ash,male,Varek,Kindlebloom,Varek Kindlebloom,19,academic,4,no_known_disabilities,True
3208,1046-47,Elf,yew,male,Corviel,Thorncounsel,Corviel Thorncounsel,18,vocational,8,wheelchair_user,False
3209,1046-47,Elf,baobab,female,Ysari,Highbark,Ysari Highbark,18,vocational,7,mental_health_disability,False
3210,1046-47,Dwarf,slate,female,Kilda,Dowelturn,Kilda Dowelturn,18,academic,5,no_known_disabilities,False
3211,1046-47,Dwarf,slate,male,Jarn,Boltline,Jarn Boltline,18,academic,3,no_known_disabilities,False
3212,1046-47,Dwarf,alabaster,female,Lira,Blanchedge,Lira Blanchedge,18,academic,2,no_known_disabilities,True
3213,1046-47,Dwarf,obsidian,male,Edrien,Cryptscroll,Edrien Cryptscroll,18,academic,8,no_known_disabilities,False
3214,1046-47,Dwarf,flint,neuter,Doni,Rockcleave,Doni Rockcleave,18,vocational,3,deaf_or_hearing_impaired,False
3215,1046-47,Dwarf,alabaster,female,Eska,Mosshearth,Eska Mosshearth,18,vocational,3,"specific_learning_disability,adhd",True
3216,1046-47,Elf,rowan,female,Alira,Brambletale,Alira Brambletale,18,academic,2,mental_health_disability,True
3217,1046-47,Elf,yew,neuter,Aluin,Everjudged,Aluin Everjudged,18,academic,6,no_known_disabilities,True
3218,1046-47,Dwarf,sandstone,female,Nelka,Loambinder,Nelka Loambinder,22,vocational,3,no_known_disabilities,True
3219,1046-47,Elf,rowan,male,Neren,Starpetal,Neren Starpetal,18,academic,5,no_known_disabilities,True
3220,1046-47,Dwarf,bismuth,female,Vilya,Brightloop,Vilya Brightloop,18,academic,1,no_known_disabilities,False
3221,1046-47,Dwarf,flint,neuter,Doni,Blisterknock,Doni Blisterknock,18,vocational,2,no_known_disabilities,True
3222,1046-47,Dwarf,flint,male,Bolrik,Chiselhand,Bolrik Chiselhand,18,vocational,8,physical_disability,False
3223,1046-47,Elf,rowan,male,Neren,Brambletale,Neren Brambletale,18,vocational,7,other_neurodivergence,False
3224,1046-47,Dwarf,alabaster,female,Calla,Wovenroot,Calla Wovenroot,18,no_qualifications,1,mental_health_disability,True
3225,1046-47,Elf,holly,neuter,Serel,Lorebloom,Serel Lorebloom,18,academic,4,other_neurodivergence,True
3226,1046-47,Elf,ash,female,Irith,Kindlebloom,Irith Kindlebloom,18,academic,5,no_known_disabilities,False
3227,1046-47,Dwarf,slate,male,Grevik,Ruleleaf,Grevik Ruleleaf,18,vocational,3,no_known_disabilities,True
3228,1046-47,Elf,palm,male,Coren,Lanternwake,Coren Lanternwake,25,academic,4,no_known_disabilities,False
3229,1046-47,Elf,yew,female,Elindra,Everjudged,Elindra Everjudged,18,academic,3,deaf_or_hearing_impaired,False
3230,1046-47,Dwarf,alabaster,neuter,Orien,Hearthbind,Orien Hearthbind,18,vocational,4,no_known_disabilities,True
3231,1046-47,Elf,palm,male,Kelren,Mangroveloom,Kelren Mangroveloom,18,vocational,5,no_known_disabilities,False
3232,1046-47,Dwarf,flint,female,Brena,Pickshard,Brena Pickshard,18,vocational,4,adhd,True
3233,1046-47,Elf,rowan,male,Jerren,Songroot,Jerren Songroot,18,vocational,7,no_known_disabilities,False
3234,1046-47,Elf,yew,male,Ilrian,Yewmantle,Ilrian Yewmantle,18,academic,5,no_known_disabilities,False
3235,1046-47,Dwarf,sandstone,male,Javin,Cartvale,Javin Cartvale,18,vocational,6,no_known_disabilities,False
3236,1046-47,Dwarf,slate,male,Tolmar,Edgefitter,Tolmar Edgefitter,18,academic,4,no_known_disabilities,False
3237,1046-47,Elf,rowan,female,Lyselle,Windpoem,Lyselle Windpoem,25,no_qualifications,5,no_known_disabilities,True
3238,1046-47,Dwarf,alabaster,male,Halem,Mosshearth,Halem Mosshearth,18,academic,2,no_known_disabilities,True
3239,1046-47,Dwarf,sandstone,female,Selka,Loambinder,Selka Loambinder,18,vocational,3,no_known_disabilities,True
3240,1046-47,Dwarf,malachite,male,Igrin,Bronzeheel,Igrin Bronzeheel,18,vocational,8,no_known_disabilities,False
3241,1046-47,Elf,rowan,male,Viren,Windpoem,Viren Windpoem,18,vocational,6,no_known_disabilities,False
3242,1046-47,Elf,holly,male,Ferion,Dewscroll,Ferion Dewscroll,18,academic,6,no_known_disabilities,True
3243,1046-47,Elf,yew,female,Thalira,Oathbarrow,Thalira Oathbarrow,18,vocational,8,no_known_disabilities,False
3244,1046-47,Elf,baobab,male,Cyranor,Ceremleaf,Cyranor Ceremleaf,18,academic,7,no_known_disabilities,False
3245,1046-47,Dwarf,flint,male,Drask,Shaftbinder,Drask Shaftbinder,18,vocational,1,no_known_disabilities,True
3246,1046-47,Dwarf,malachite,female,Grelka,Rockmantle,Grelka Rockmantle,18,no_qualifications,6,no_known_disabilities,False
3247,1046-47,Dwarf,alabaster,male,Kallin,Claymantle,Kallin Claymantle,18,no_qualifications,4,adhd,False
3248,1046-47,Elf,palm,male,Drenel,Lanternwake,Drenel Lanternwake,18,academic,5,mental_health_disability,False
3249,1046-47,Elf,yew,female,Elindra,Everjudged,Elindra Everjudged,18,vocational,5,mental_health_disability,True
3250,1046-47,Elf,yew,male,Valreth,Yewmantle,Valreth Yewmantle,18,academic,8,physical_disability,False
3251,1046-47,Dwarf,malachite,female,Belga,Smeltwhistle,Belga Smeltwhistle,18,academic,5,autistic_spectrum,False
3252,1046-47,Elf,yew,female,Faereth,Thorncounsel,Faereth Thorncounsel,18,academic,7,no_known_disabilities,False
3253,1046-47,Elf,holly,female,Yselda,Scrollwarden,Yselda Scrollwarden,18,academic,7,no_known_disabilities,False
3254,1046-47,Dwarf,slate,female,Thernis,Rulestone,Thernis Rulestone,18,vocational,2,no_known_disabilities,False
3255,1046-47,Dwarf,flint,male,Jarn,Cragburrow,Jarn Cragburrow,18,vocational,4,no_known_disabilities,False
3256,1046-47,Elf,yew,female,Marenel,Pactweaver,Marenel Pactweaver,20,academic,8,autistic_spectrum,False
3257,1046-47,Dwarf,sandstone,female,Jessa,Hearthtrader,Jessa Hearthtrader,18,vocational,3,adhd,False
3258,1046-47,Dwarf,sandstone,female,Velna,Stonebroker,Velna Stonebroker,18,academic,3,no_known_disabilities,True
3259,1046-47,Dwarf,sandstone,female,Mirra,Clayhaven,Mirra Clayhaven,18,academic,1,mental_health_disability,True
